customer_id,age,monthly_income,loan_amount,emi_total,years_with_company,monthly_transactions,credit_score,credit_utilization,late_payment_count,savings_amount,avg_account_balance,emi_paid
C0422,21,211380,1643877,94,1,91,844,28,9,630642,1029611,84
C0423,36,44954,239508,77,14,69,796,80,7,412761,357083,75
C0424,59,148324,1100180,46,10,104,872,25,3,416264,184423,36
C0425,25,131297,1665093,91,4,25,789,69,4,662507,1157010,85
C0426,42,105211,685116,91,5,82,659,38,10,948327,1342101,83
C0427,49,87787,585882,44,9,23,625,58,1,717581,112376,38
C0428,23,157691,1957050,61,7,29,817,75,0,325314,800399,49
C0429,32,103421,1066338,35,13,13,801,10,2,623000,145710,35
C0430,46,223812,904758,106,9,45,716,11,5,94533,1240068,97
C0431,36,102230,765216,117,9,33,837,55,1,184865,305844,107
C0432,57,135122,1017908,34,14,114,746,47,8,422236,1093094,29
C0433,42,196414,742069,92,8,51,655,36,6,552514,1045093,81
C0434,49,165445,301388,108,2,70,827,91,8,339207,1255063,102
C0435,34,36448,568525,48,5,115,728,49,11,416282,453696,42
C0436,48,206021,1438670,111,4,119,640,13,5,23160,829629,107
C0437,25,187282,1779169,74,1,99,846,25,9,902490,1270515,72
C0438,50,181482,1671873,67,6,35,727,73,5,24428,604960,62
C0439,25,221119,1338008,74,5,18,736,49,2,314850,640784,64
C0440,32,185100,333761,30,13,27,709,41,5,662313,126657,27
C0441,36,224372,1075168,32,10,99,655,40,11,726593,198180,24
C0442,46,68369,241016,50,13,42,667,88,0,733732,12662,42
C0443,46,220807,1038832,115,12,84,853,52,5,914185,542559,107
C0444,41,143372,1524515,94,13,12,579,33,0,731565,342958,86
C0445,59,36467,265478,83,10,80,649,82,8,206298,1427117,80
C0446,56,164271,360609,37,7,5,791,12,1,23233,934248,34
C0447,53,52095,1666279,116,1,64,760,76,0,788085,1041858,112
C0448,50,133715,392604,62,5,44,823,75,5,301685,1422703,59
C0449,57,64007,1605623,71,13,18,623,36,5,692273,1423065,68
C0450,43,143562,396907,93,3,96,781,90,8,202377,82802,90
C0451,30,203783,1728957,89,4,69,839,83,8,165399,676973,88
C0452,25,38617,1714706,93,14,90,716,20,8,49811,653202,87
C0453,56,53304,1339955,112,4,113,715,46,1,375908,273352,107
C0454,54,224937,1782554,103,14,32,598,20,2,578217,840043,102
C0455,51,121729,69622,108,14,81,636,44,9,949598,1449563,96
C0456,30,211293,368996,17,12,76,668,59,0,948164,1181986,17
C0457,39,233171,1136628,18,6,59,664,40,8,188870,420866,13
C0458,52,96120,118225,71,13,55,811,86,4,474702,1012474,68
C0459,21,99341,553045,72,12,11,783,42,1,187063,926943,68
C0460,25,115800,982403,16,4,7,829,23,4,870165,1048396,5
C0461,24,99625,1855572,102,7,95,865,45,3,119427,61992,95
C0462,36,169711,559102,19,3,23,877,85,5,236479,345461,10
C0463,44,180757,712314,113,8,114,671,75,4,663140,212880,110
C0464,36,90416,1990575,44,2,25,667,12,4,66597,1047325,37
C0465,22,138792,796852,68,2,118,630,52,7,722122,1309446,68
C0466,48,85356,736449,23,1,48,856,65,3,801519,1209500,21
C0467,52,36110,1292663,112,14,68,600,37,0,41847,69673,111
C0468,47,124464,1138394,48,14,69,845,43,1,31318,789645,36
C0469,40,208834,1802784,26,14,98,876,41,2,863850,1019269,25
C0470,44,177200,1710045,28,6,24,876,69,9,810413,958763,17
C0471,32,130635,1439313,48,11,81,553,25,7,339571,188421,45
C0472,55,39684,1533942,62,14,8,608,72,9,888567,453139,53
C0473,53,207227,1303054,117,6,96,619,90,8,983526,1112391,105
C0474,53,138102,1968270,40,13,94,805,92,2,788244,1276213,40
C0475,63,49419,1673670,14,6,67,887,73,8,495149,137342,8
C0476,57,157599,1299937,86,14,109,784,37,2,655269,450749,81
C0477,32,171292,646960,37,1,71,756,41,4,638159,889717,37
C0478,23,179774,826029,115,4,42,890,76,2,229667,577792,108
C0479,21,133409,1061022,56,1,43,693,42,9,764917,219304,47
C0480,53,52757,1255212,17,2,75,604,65,3,343682,753383,15
C0481,60,71664,1012009,110,8,9,785,93,3,431845,1220021,104
C0482,30,234693,1081808,99,8,86,573,62,9,266294,1014048,92
C0483,63,151226,1934157,114,1,6,675,44,10,931995,798283,111
C0484,64,40205,307168,109,1,81,816,35,6,538869,1273372,99
C0485,49,85207,690053,65,14,81,876,47,4,391407,45873,53
C0486,33,45994,1164233,99,11,51,719,36,3,367634,1383907,93
C0487,32,146409,1675211,30,12,101,680,91,5,96164,650657,19
C0488,51,111170,1952758,24,13,114,778,71,9,93718,1351408,24
C0489,22,133502,364287,68,14,37,676,35,10,722931,24104,57
C0490,55,55569,288401,118,13,51,846,71,2,563670,1170782,106
C0491,43,120711,1026526,84,3,84,571,87,6,944162,559532,81
C0492,37,135702,215909,94,7,12,575,16,4,536051,290564,88
C0493,46,31626,759907,107,6,59,809,60,2,127559,1363493,105
C0494,28,126159,1632940,96,3,112,821,26,2,818010,365565,93
C0495,49,28964,783144,107,8,109,740,19,11,901276,256193,105
C0496,46,203449,1231610,68,14,52,675,19,2,845762,647802,61
C0497,30,137794,1118983,57,14,116,800,84,3,556405,698580,55
C0498,46,43058,402663,23,8,16,568,89,6,62424,439221,23
C0499,54,247374,406833,40,13,106,793,79,0,641259,842971,32
C0500,61,191232,1825914,108,6,65,628,45,4,203560,946131,102
C0501,27,172334,367716,76,1,68,812,46,6,352702,1362441,69
C0502,24,130182,360063,60,12,48,615,34,3,712074,339149,50
C0503,31,166956,1838225,15,8,39,860,34,9,852398,1117482,11
C0504,49,29433,797634,88,5,36,672,10,1,842227,421888,81
C0505,56,108747,68703,98,9,70,803,64,11,573311,679881,97
C0506,45,101227,1806327,39,9,67,786,63,11,10254,1089215,27
C0507,41,56063,942692,118,2,48,764,60,10,755441,1419043,107
C0508,56,58484,186627,61,11,75,678,56,7,318238,1493234,52
C0509,30,111780,838324,23,14,53,566,44,0,304259,654175,14
C0510,57,115196,482391,94,14,108,716,46,5,501766,99456,86
C0511,29,192608,257097,108,13,67,557,20,5,963142,563714,98
C0512,44,55084,1703613,29,13,45,606,10,3,277819,1307316,20
C0513,55,139455,1670406,109,6,75,634,64,3,873594,1291046,104
C0514,55,49802,925861,105,4,39,855,67,6,825368,393575,98
C0515,56,82012,1558817,118,7,83,860,66,9,371335,1259841,117
C0516,38,139610,1193865,17,14,62,575,38,10,11863,1005590,11
C0517,59,176686,731988,79,6,74,730,18,2,133105,596023,72
C0518,52,226641,742137,87,7,10,838,92,5,352399,37859,81
C0519,44,94922,1442238,34,5,16,707,31,11,992500,968383,30
C0520,43,233758,797372,39,9,102,643,25,2,156327,40893,37
C0521,52,33157,1821293,86,1,8,570,61,3,292575,1344369,82
C0522,57,73742,667310,103,12,38,590,54,6,735783,677727,103
C0523,32,32675,1569880,51,7,39,698,75,11,371160,1392287,40
C0524,33,51228,1312840,109,9,75,557,29,8,221932,123200,99
C0525,43,43251,1457070,59,8,108,729,78,11,66813,225065,48
C0526,45,48349,92846,45,1,79,716,29,2,81236,1352544,34
C0527,55,154417,109176,96,8,101,874,25,11,634296,146093,92
C0528,61,74178,650882,111,13,76,819,47,3,636857,438577,103
C0529,50,106362,1959432,103,3,113,634,94,1,585058,609092,101
C0530,37,230732,126092,73,13,11,715,45,10,64241,922638,73
C0531,40,162660,964181,69,10,91,669,50,5,660962,609652,63
C0532,45,121479,1053638,45,12,71,677,84,4,112557,592868,43
C0533,42,154044,625209,68,6,13,876,42,2,578010,1136844,60
C0534,33,249642,724585,116,9,33,832,54,10,99704,805506,105
C0535,39,112687,1600537,40,7,55,840,70,2,444749,114434,34
C0536,56,153325,1712725,101,13,11,610,16,1,554584,1407236,92
C0537,32,88196,1666948,88,5,22,674,67,5,926820,843408,81
C0538,61,57400,406000,63,8,88,780,13,4,283555,631630,52
C0539,39,38536,1562691,109,8,99,674,66,3,796620,1038940,109
C0540,32,158772,393980,94,6,24,803,73,2,175285,492046,86
C0541,29,247682,1755053,19,6,67,594,22,3,871474,940276,7
C0542,27,230417,1065335,104,9,27,640,62,1,805821,1472451,94
C0543,48,171187,1630311,118,4,90,678,30,1,373900,513802,109
C0544,34,209001,1814443,115,13,62,739,82,6,269130,932921,106
C0545,51,201585,838892,27,3,51,856,63,2,307858,891666,19
C0546,39,109607,1414210,103,8,26,874,60,11,846544,907821,97
C0547,36,63100,956603,41,14,58,890,64,11,940524,903314,41
C0548,25,244798,1997598,98,9,48,604,48,0,852505,528959,92
C0549,55,177512,463319,104,4,45,663,34,2,500908,712252,102
C0550,32,247688,237455,95,2,83,580,69,4,919037,448093,90
C0551,45,57947,1566374,92,6,17,859,43,2,643369,299531,87
C0552,41,98532,225978,37,9,15,576,55,4,818661,385798,32
C0553,56,105398,1305624,68,2,88,884,84,4,298641,795144,66
C0554,43,84413,1592450,50,9,31,636,32,6,838220,311889,42
C0555,36,179176,250650,44,5,94,609,38,6,464499,1041440,32
C0556,59,107841,1550933,89,4,51,858,34,11,758448,300670,89
C0557,62,60860,1410046,42,11,22,771,34,4,592638,703780,38
C0558,59,218256,436736,91,8,96,841,22,6,755574,825645,90
C0559,34,227135,175899,32,2,6,871,79,4,895759,839456,27
C0560,51,149390,487239,110,7,16,807,16,5,784247,255450,110
C0561,25,38727,393009,61,10,8,666,29,0,199827,1040590,58
C0562,55,114385,433572,94,7,78,662,15,1,331684,1353278,93
C0563,43,158791,558575,17,1,45,825,16,7,39031,1420478,7
C0564,49,138771,869893,71,10,114,559,76,4,703697,354067,69
C0565,63,168996,1828211,98,8,20,607,90,7,599425,20888,93
C0566,31,34215,1104552,101,1,37,852,70,6,778012,984589,89
C0567,38,115124,1675313,84,9,48,740,51,5,59442,1224643,80
C0568,32,115826,1348322,24,2,63,792,14,1,222818,995017,12
C0569,29,85494,1609076,69,10,70,716,60,6,274398,561332,67
C0570,30,204081,1042015,55,7,115,611,44,3,710508,611132,52
C0571,64,110545,1452041,90,5,91,759,66,10,575455,1198972,88
C0572,37,187984,1206011,43,13,82,609,67,9,510758,1441839,42
C0573,58,26144,374035,70,14,32,878,68,5,733991,930419,68
C0574,27,144170,1408384,114,13,111,623,81,3,799122,1469967,107
C0575,33,193374,1278893,119,12,101,837,58,4,722391,641915,113
C0576,60,151223,1763458,92,11,52,588,47,4,437025,819141,82
C0577,62,105171,1927729,56,5,92,695,30,5,613163,1466795,44
C0578,29,209792,719536,66,5,32,573,45,1,697576,495669,55
C0579,47,142917,1447689,104,9,107,551,29,2,356745,1152169,104
C0580,22,222614,789501,60,11,31,693,87,10,723080,1235734,52
C0581,25,144416,69126,72,10,17,889,54,11,342323,788336,67
C0582,49,233098,837528,51,12,62,603,55,9,108187,212167,43
C0583,57,183116,664399,93,2,6,733,23,7,521018,1107677,86
C0584,58,228707,1521632,45,9,97,611,28,2,457055,1132654,40
C0585,39,245108,1939163,100,12,21,876,79,11,874273,51929,94
C0586,28,143501,1014247,23,13,22,887,60,4,38672,1099912,17
C0587,21,25537,1510279,26,7,64,882,12,4,646613,152205,15
C0588,42,139233,953862,118,3,18,737,12,10,514506,119689,108
C0589,37,101552,1168841,99,3,94,752,60,6,243455,824892,87
C0590,27,60453,830531,20,13,72,650,63,11,235980,1332478,8
C0591,45,26980,523981,115,2,10,896,43,1,965360,549889,106
C0592,24,96442,1856539,31,10,20,569,67,5,718851,855731,20
C0593,56,189379,1053086,100,13,89,613,12,10,271296,1086849,88
C0594,26,113966,418655,99,5,47,676,30,5,581267,164298,98
C0595,51,200916,1278925,60,3,51,647,94,4,427171,668442,56
C0596,39,184701,376230,101,2,76,873,12,5,811795,436367,100
C0597,64,183847,1129761,25,14,11,756,46,2,404482,193636,19
C0598,59,196101,1015397,16,12,82,635,26,1,896672,1237084,6
C0599,47,120934,1671419,59,4,51,831,31,0,189804,383005,54
C0600,30,217932,1077422,68,9,75,791,19,7,502794,1346135,59
C0601,46,220855,1284474,104,1,79,610,53,9,530193,1105650,96
C0602,39,66988,1561502,71,9,47,804,60,1,649151,343846,61
C0603,59,211524,1372484,83,7,109,558,17,3,654747,1449095,81
C0604,23,156123,894564,92,2,88,554,51,6,200493,25701,89
C0605,33,49818,1775818,54,12,93,707,85,2,438661,1334102,51
C0606,48,157758,1268823,97,2,100,809,85,7,541632,868547,88
C0607,40,175277,1789056,93,5,87,708,23,4,764556,791503,84
C0608,48,244555,420151,102,3,67,819,26,6,387703,619726,101
C0609,28,164168,1498675,75,14,55,830,26,11,811702,1110339,63
C0610,61,133336,381900,13,1,89,662,53,1,528499,553496,11
C0611,59,230224,1357241,12,8,78,833,22,0,235882,159471,6
C0612,21,199159,824885,75,5,7,661,15,9,59295,560104,70
C0613,23,148574,78293,116,5,109,882,92,2,382609,416065,108
C0614,33,33545,1647520,83,6,116,814,35,6,716785,1088944,74
C0615,48,141377,1089207,96,11,50,615,86,3,8066,470936,94
C0616,45,33484,1141180,35,8,117,572,39,7,26347,1425026,23
C0617,53,222324,1557502,13,4,99,853,59,2,337760,889471,1
C0618,58,48667,435699,119,12,42,710,32,9,537949,340408,112
C0619,26,95111,819148,70,13,107,868,78,0,460064,902573,63
C0620,64,111492,1926315,113,3,5,672,20,7,962183,330122,113
C0621,52,152000,322248,103,12,89,829,26,5,838459,1319215,98
C0622,41,101206,1648830,45,7,93,884,29,3,57073,909024,38
C0623,36,171709,100710,67,1,18,573,39,9,244282,442847,60
C0624,41,237954,1116398,87,2,112,803,86,8,392757,1192427,78
C0625,31,117476,1457549,16,3,42,896,92,3,176121,833013,16
C0626,57,123941,54819,66,14,40,634,40,5,291554,390070,62
C0627,56,65747,972875,47,5,68,758,80,3,111012,282526,37
C0628,55,84749,1299887,83,10,98,735,77,7,886768,932363,76
C0629,39,34491,61984,105,4,89,584,81,5,241984,944933,100
C0630,40,78100,1842568,66,12,41,796,21,2,825386,1160862,56
C0631,38,148569,400441,21,14,90,851,25,7,540227,1006567,20
C0632,61,168703,1311925,96,3,64,702,69,9,427024,1400820,92
C0633,34,243542,790677,57,10,35,762,18,1,93202,1443499,51
C0634,35,183254,190352,63,4,50,797,59,1,529882,1039882,57
C0635,51,33903,443508,73,11,7,688,18,11,496305,701878,64
C0636,21,117722,1431699,109,10,115,829,61,5,816966,1001402,101
C0637,23,82782,190254,109,7,56,627,86,11,882008,1168358,102
C0638,36,102261,618650,15,7,86,878,55,3,29632,140258,15
C0639,43,102606,314720,67,5,100,555,74,5,751667,355143,56
C0640,31,61109,1465302,22,5,16,830,44,4,56705,183767,21
C0641,32,106604,1623683,97,7,24,886,33,6,256783,1063901,86
C0642,30,96086,1536242,116,4,27,552,36,8,817836,469288,116
C0643,52,216508,660433,61,11,33,682,46,0,291295,484229,50
C0644,36,174239,1030903,72,1,20,853,36,8,102178,1166387,70
C0645,28,50443,1282420,34,4,104,604,73,10,188225,1441615,23
C0646,58,236296,1778249,109,9,36,770,43,9,112222,933406,97
C0647,32,206712,1695112,41,10,60,841,81,6,857616,1058880,37
C0648,44,140155,176308,100,11,5,668,30,6,285962,111764,90
C0649,48,155560,195929,99,14,45,674,73,0,845610,572211,95
C0650,28,185620,1125659,36,12,105,690,44,1,699598,152233,30
C0651,48,233721,1840544,41,13,95,884,26,4,915229,551766,30
C0652,56,87358,863997,50,10,86,865,81,10,960377,79685,48
C0653,46,112825,1999273,119,14,72,832,89,5,908495,1218273,114
C0654,28,174232,1343188,91,10,33,624,40,1,151172,600668,85
C0655,48,124385,1608404,85,2,76,811,53,8,626548,179426,81
C0656,48,202277,580039,106,1,92,605,21,5,848432,700778,96
C0657,57,87280,341429,22,9,14,704,33,10,897041,423970,13
C0658,61,240917,907582,84,6,107,719,21,8,406631,467274,80
C0659,56,61852,1922410,47,2,96,774,31,9,189157,907242,39
C0660,47,70021,1446996,94,7,71,587,90,8,315973,172823,86
C0661,37,130932,921996,63,4,110,568,77,10,117489,1442439,56
C0662,29,31195,446423,16,9,116,763,65,6,968740,367240,13
C0663,53,222619,1475310,87,11,56,690,24,5,336532,116342,77
C0664,40,180358,1625520,85,13,71,617,92,8,256791,692732,75
C0665,33,189653,436708,25,12,117,811,89,6,237173,774585,18
C0666,48,102674,354916,31,14,27,643,39,0,635185,266477,19
C0667,49,51719,600706,31,6,31,766,82,3,667979,1138252,24
C0668,33,123576,522910,55,7,46,564,42,5,693809,430866,46
C0669,55,73450,164915,111,3,28,689,57,6,881333,1180539,111
C0670,26,45028,1200778,36,14,67,570,81,3,521671,275189,32
C0671,38,41192,1048136,52,6,111,887,48,9,557683,532068,47
C0672,25,108636,797777,80,1,12,830,50,6,998294,590338,78
C0673,45,96812,145645,116,5,12,843,55,10,664111,338852,109
C0674,22,52551,265865,102,10,51,800,25,11,362239,708003,93
C0675,30,145920,421931,13,5,21,874,66,3,591711,430785,4
C0676,50,228436,82720,23,2,37,753,60,4,180306,401622,16
C0677,25,220383,960571,39,6,14,598,16,6,559062,431719,38
C0678,53,86444,1922915,55,11,116,578,88,10,757377,1100450,43
C0679,21,189196,384247,24,3,105,719,56,8,454236,647864,24
C0680,38,38654,1334508,96,4,15,827,46,11,143170,1315585,85
C0681,52,25203,446676,54,3,94,800,56,11,121001,1103438,49
C0682,31,176201,928936,66,1,55,644,82,9,279354,1299979,59
C0683,41,141284,241113,19,1,101,853,37,4,231805,970466,8
C0684,46,97150,347426,75,5,111,577,85,10,837969,1053053,64
C0685,45,189336,1528844,23,14,118,788,53,4,138327,1495893,22
C0686,42,169061,1522104,52,10,76,700,51,9,766480,781894,41
C0687,47,152812,1497296,55,6,33,602,56,11,538585,680238,54
C0688,33,205286,1841918,22,5,82,821,89,8,909898,852617,21
C0689,53,223187,135089,30,12,88,589,93,4,80197,1190871,20
C0690,54,217750,1228552,71,14,38,668,53,11,203264,1087412,63
C0691,61,213955,957533,83,4,108,588,13,8,431918,723744,82
C0692,55,209517,1377768,38,6,15,617,91,11,682334,438777,35
C0693,21,226484,1710121,82,9,12,811,26,6,238445,333120,79
C0694,41,131154,1556575,96,4,5,852,19,5,980461,1404636,95
C0695,26,225733,949785,38,14,31,688,39,0,739961,650121,34
C0696,48,161400,559087,25,9,83,815,86,11,47136,1211075,17
C0697,37,153062,424251,107,10,119,836,60,1,130712,440274,107
C0698,25,205040,341244,104,7,53,876,82,10,297006,25072,96
C0699,51,198112,523663,35,13,24,667,79,2,588377,1481005,26
C0700,25,84199,1334691,75,14,98,736,29,1,240161,733282,73
C0701,58,82039,1101208,103,4,51,863,32,11,88963,19588,98
C0702,23,102232,1802635,35,10,26,665,68,4,895609,1416737,28
C0703,43,126683,249673,13,4,81,567,77,3,887469,1104720,7
C0704,57,75750,1460913,63,3,106,582,20,7,359692,433702,61
C0705,57,41119,1275694,106,7,91,633,93,4,304537,135698,100
C0706,30,49017,1998306,23,4,26,550,75,6,212023,1035055,17
C0707,30,204852,1650558,76,10,71,734,84,0,858809,647351,65
C0708,39,182276,685102,71,4,83,886,29,2,455123,138182,60
C0709,37,175634,1640207,69,11,118,736,42,5,956783,1262164,57
C0710,41,180500,1319917,96,7,81,730,11,5,29550,922734,93
C0711,34,46497,589694,104,7,83,695,48,4,113163,279259,92
C0712,29,28372,1919783,105,12,60,651,92,9,910145,33497,102
C0713,21,113683,1685104,53,2,26,573,22,6,557002,597739,51
C0714,33,42453,214561,12,8,80,823,22,5,731523,1438208,9
C0715,24,137716,1056942,33,7,116,716,14,7,349029,423662,28
C0716,21,76928,261262,117,1,48,788,43,2,697221,917013,109
C0717,60,58960,1263670,83,10,85,756,47,0,675440,13874,79
C0718,52,42197,1821817,24,9,65,639,61,4,775007,475039,12
C0719,54,124456,562444,89,8,100,761,69,9,95904,1047239,86
C0720,48,211056,1459128,117,1,49,619,82,8,702695,330843,109
C0721,51,157955,870861,76,5,45,640,12,6,857518,419379,75
C0722,28,41651,1898178,107,6,54,676,32,3,548047,854474,100
C0723,59,241663,1693818,49,8,78,621,50,6,929686,864608,38
C0724,46,27812,460691,75,10,113,844,58,7,588738,1364341,73
C0725,54,120981,550249,87,7,47,635,84,2,48461,764109,87
C0726,23,31562,732656,63,5,22,586,64,10,46172,506398,55
C0727,32,228621,1776059,91,1,45,587,88,10,524179,125543,84
C0728,21,95713,1750640,99,4,87,711,94,6,39412,270786,98
C0729,64,45469,1367680,119,9,111,789,67,1,40366,1311855,119
C0730,25,205607,754083,95,8,118,579,49,8,348412,892639,84
C0731,50,217372,1419128,118,10,95,779,82,1,553806,1297518,108
C0732,50,142538,1196055,119,10,12,590,27,6,407219,551361,117
C0733,37,121765,739699,43,2,22,772,88,10,482255,1018749,42
C0734,43,118523,610071,38,2,114,813,65,3,627861,922355,31
C0735,35,113641,1695406,109,8,98,800,44,5,399362,888385,98
C0736,57,245075,200902,72,12,63,813,19,1,274007,1087701,61
C0737,41,107969,1706213,97,13,29,650,16,5,872299,365468,94
C0738,34,43217,917561,73,3,55,558,49,4,840222,203291,67
C0739,22,121844,1309003,14,5,5,784,65,10,759061,740958,5
C0740,31,165061,66625,92,9,106,702,86,7,93708,761321,86
C0741,59,193307,1203966,89,2,86,613,10,2,281894,928510,77
C0742,58,109895,698530,102,8,53,808,26,1,603130,1328895,100
C0743,54,226763,133987,114,2,82,576,31,3,577182,373303,109
C0744,58,212922,1976998,95,3,17,675,32,2,156911,215865,90
C0745,54,206514,1483239,106,7,115,623,53,1,616348,1106077,97
C0746,38,98497,802509,116,7,93,615,76,6,57173,383601,112
C0747,50,180055,1662970,42,5,68,666,30,8,728907,729790,39
C0748,35,32186,1507367,104,1,12,887,92,0,368847,1099533,93
C0749,47,163578,1456819,75,2,64,608,64,0,323737,429398,70
C0750,54,197098,487064,53,7,23,717,59,11,171089,904170,42
C0751,58,202142,1695287,69,8,66,829,27,3,202909,1104638,66
C0752,53,205023,350047,54,6,44,700,36,5,785771,957841,46
C0753,44,120761,270442,43,3,57,802,44,7,966691,411935,42
C0754,35,149272,1066108,41,3,117,858,42,9,989349,1370002,40
C0755,50,32791,1962996,118,14,109,854,93,8,517582,526657,116
